1541006672.211:6771341,"1906:""/home/sanya/log-compression-project/c_tests/testCase5""",close,0x1fc0704,/etc/ld.so.cache,"(1541006672.0, 211.0, 6771341.0)","(1541006672.0, 211.0, 6771341.0)"
1541006672.211:6771344,"1906:""/home/sanya/log-compression-project/c_tests/testCase5""",close,0x33000a9,/lib/x86_64-linux-gnu/libc.so.6,"(1541006672.0, 211.0, 6771344.0)","(1541006672.0, 211.0, 6771344.0)"
1541006672.211:6771345,"1906:""/home/sanya/log-compression-project/c_tests/testCase5""",write,stdout,1,"(1541006672.0, 211.0, 6771345.0)","(1541006672.0, 211.0, 6771346.0)"
1541006672.211:6771350,"1906:""/home/sanya/log-compression-project/c_tests/testCase5""",write,stdout,1,"(1541006672.0, 211.0, 6771350.0)","(1541006672.0, 211.0, 6771351.0)"
